id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,spurs_goals,goaldiff,gamenumber,home,spurs_opp,opp_rating,opp_attack,opp_defense,spurs_attack,spurs_def,spurs_rating
4177,1729,2014/2015,24,2015-02-07,1724220,8586,9825,2,1,2,1,252,1,Arsenal,80,81,80,80,77,79
4184,1729,2014/2015,25,2015-02-10,1724227,8650,8586,3,2,2,-1,253,0,Liverpool,80,81,79,80,77,79
4198,1729,2014/2015,26,2015-02-22,1724241,8586,8654,2,2,2,0,254,1,West Ham United,74,76,72,80,77,79
4218,1729,2014/2015,28,2015-03-04,1724261,8586,10003,3,2,3,1,255,1,Swansea City,75,77,74,80,77,79
4205,1729,2014/2015,27,2015-03-07,1724248,10172,8586,1,2,2,1,256,0,Queens Park Rangers,75,77,74,80,77,79
4225,1729,2014/2015,29,2015-03-15,1724268,10260,8586,3,0,0,-3,257,0,Manchester United,81,85,76,80,77,79
4247,1729,2014/2015,30,2015-03-21,1724280,8586,8197,4,3,4,1,258,1,Leicester City,70,70,70,80,77,79
4250,1729,2014/2015,31,2015-04-05,1724283,8191,8586,0,0,0,0,259,0,Burnley,70,70,69,80,77,79
4266,1729,2014/2015,32,2015-04-11,1724299,8586,10252,0,1,0,-1,260,1,Aston Villa,74,76,73,80,77,79
4277,1729,2014/2015,33,2015-04-19,1724310,10261,8586,1,3,3,2,261,0,Newcastle United,76,74,75,80,77,79
4286,1729,2014/2015,34,2015-04-25,1724319,8466,8586,2,2,2,0,262,0,Southampton,75,76,73,80,77,79
4297,1729,2014/2015,35,2015-05-03,1724330,8586,8456,0,1,0,-1,263,1,Manchester City,82,83,81,80,77,79
4308,1729,2014/2015,36,2015-05-09,1724341,10194,8586,3,0,0,-3,264,0,Stoke City,75,76,73,80,77,79
4316,1729,2014/2015,37,2015-05-16,1724349,8586,8667,2,0,2,2,265,1,Hull City,72,70,72,80,77,79
4323,1729,2014/2015,38,2015-05-24,1724356,8668,8586,0,1,1,1,266,0,Everton,78,79,79,80,77,79
4394,1729,2015/2016,1,2015-08-08,1987037,10260,8586,1,0,0,-1,267,0,Manchester United,81,77,79,78,78,78
4506,1729,2015/2016,2,2015-08-15,1987085,8586,10194,2,2,2,0,268,1,Stoke City,76,75,76,78,78,78
4612,1729,2015/2016,3,2015-08-22,1988733,8197,8586,1,1,1,0,269,0,Leicester City,74,74,73,78,78,78
4718,1729,2015/2016,4,2015-08-29,1988749,8586,8668,0,0,0,0,270,1,Everton,78,80,74,78,78,78
4725,1729,2015/2016,5,2015-09-13,1988756,8472,8586,0,1,1,1,271,0,Sunderland,76,78,74,78,78,78
4738,1729,2015/2016,6,2015-09-20,1988769,8586,9826,1,0,1,1,272,1,Crystal Palace,75,71,75,78,78,78
4745,1729,2015/2016,7,2015-09-26,1988776,8586,8456,4,1,4,3,273,1,Manchester City,83,88,81,78,78,78
4758,1729,2015/2016,8,2015-10-04,1988789,10003,8586,2,2,2,0,274,0,Swansea City,77,76,76,78,78,78
4766,1729,2015/2016,9,2015-10-17,1988797,8586,8650,0,0,0,0,275,1,Liverpool,79,82,79,78,78,78
4401,1729,2015/2016,10,2015-10-25,1988802,8678,8586,1,5,5,4,276,0,Bournemouth,73,75,72,78,78,78
4416,1729,2015/2016,11,2015-11-02,1988817,8586,10252,3,1,3,2,277,1,Aston Villa,76,75,76,78,78,78
4419,1729,2015/2016,12,2015-11-08,1988820,9825,8586,1,1,1,0,278,0,Arsenal,81,81,79,78,78,78
4436,1729,2015/2016,13,2015-11-22,1988837,8586,8654,4,1,4,3,279,1,West Ham United,76,76,75,78,78,78
4447,1729,2015/2016,14,2015-11-29,1988848,8586,8455,0,0,0,0,280,1,Chelsea,83,83,81,78,78,78
4458,1729,2015/2016,15,2015-12-05,1988859,8659,8586,1,1,1,0,281,0,West Bromwich Albion,75,77,71,78,78,78
4467,1729,2015/2016,16,2015-12-13,1988868,8586,10261,1,2,1,-1,282,1,Newcastle United,76,77,76,78,78,78
4474,1729,2015/2016,17,2015-12-19,1988875,8466,8586,0,2,2,2,283,0,Southampton,77,77,74,78,78,78
4488,1729,2015/2016,18,2015-12-26,1988889,8586,9850,3,0,3,3,284,1,Norwich City,74,76,71,78,78,78
4496,1729,2015/2016,19,2015-12-28,1988897,9817,8586,1,2,2,1,285,0,Watford,74,74,72,78,78,78
4511,1729,2015/2016,20,2016-01-03,1988902,8668,8586,1,1,1,0,286,0,Everton,78,80,74,78,78,78
4528,1729,2015/2016,21,2016-01-13,1988919,8586,8197,0,1,0,-1,287,1,Leicester City,74,74,73,78,78,78
4538,1729,2015/2016,22,2016-01-16,1988929,8586,8472,4,1,4,3,288,1,Sunderland,76,78,74,78,78,78
4540,1729,2015/2016,23,2016-01-23,1988931,9826,8586,1,3,3,2,289,0,Crystal Palace,75,71,75,78,78,78
4551,1729,2015/2016,24,2016-02-02,1988942,9850,8586,0,3,3,3,290,0,Norwich City,74,76,71,78,78,78
4568,1729,2015/2016,25,2016-02-06,1988959,8586,9817,1,0,1,1,291,1,Watford,74,74,72,78,78,78
4575,1729,2015/2016,26,2016-02-14,1988966,8456,8586,1,2,2,1,292,0,Manchester City,83,88,81,78,78,78
4585,1729,2015/2016,27,2016-02-28,1988976,8586,10003,2,1,2,1,293,1,Swansea City,77,76,76,78,78,78
4595,1729,2015/2016,28,2016-03-02,1988986,8654,8586,1,0,0,-1,294,0,West Ham United,76,76,75,78,78,78
4606,1729,2015/2016,29,2016-03-05,1988997,8586,9825,2,2,2,0,295,1,Arsenal,81,81,79,78,78,78
4620,1729,2015/2016,30,2016-03-13,1989001,10252,8586,0,2,2,2,296,0,Aston Villa,76,75,76,78,78,78
4636,1729,2015/2016,31,2016-03-20,1989017,8586,8678,3,0,3,3,297,1,Bournemouth,73,75,72,78,78,78
4643,1729,2015/2016,32,2016-04-02,1989024,8650,8586,1,1,1,0,298,0,Liverpool,79,82,79,78,78,78
4656,1729,2015/2016,33,2016-04-10,1989037,8586,10260,3,0,3,3,299,1,Manchester United,81,77,79,78,78,78
4667,1729,2015/2016,34,2016-04-18,1989048,10194,8586,0,4,4,4,300,0,Stoke City,76,75,76,78,78,78
4677,1729,2015/2016,35,2016-04-25,1989058,8586,8659,1,1,1,0,301,1,West Bromwich Albion,75,77,71,78,78,78
4680,1729,2015/2016,36,2016-05-02,1989061,8455,8586,2,2,2,0,302,0,Chelsea,83,83,81,78,78,78
4697,1729,2015/2016,37,2016-05-08,1989078,8586,8466,1,2,1,-1,303,1,Southampton,77,77,74,78,78,78
4703,1729,2015/2016,38,2016-05-15,1987601,10261,8586,5,1,1,-4,304,0,Newcastle United,76,77,76,78,78,78
